Nama File,Label Asli,Hasil Prediksi Model,Algoritma,Metrik Jarak,Waktu Eksekusi (s),Silhouette Score,Akurasi (%)
Glass_11.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0851,0.6232,100
Glass_110.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0863,0.6084,100
Glass_110.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0489,0.608,100
Glass_110.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0386,0.6086,100
Glass_111.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0503,0.5504,100
Glass_111.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0368,0.5493,100
Glass_111.jpg,Anorganik,Organik,K-Means,Minkowski,0.0605,0.5469,0
Glass_112.jpg,Anorganik,Organik,K-Means,Euclidean,0.0762,0.772,0
Glass_112.jpg,Anorganik,Organik,K-Means,Manhattan,0.0687,0.7737,0
Glass_112.jpg,Anorganik,Organik,K-Means,Minkowski,0.0401,0.7705,0
Glass_113.jpg,Anorganik,Organik,K-Means,Euclidean,0.0459,0.7666,0
Glass_113.jpg,Anorganik,Organik,K-Means,Manhattan,0.0506,0.7688,0
Glass_113.jpg,Anorganik,Organik,K-Means,Minkowski,0.0598,0.7666,0
Glass_114.jpg,Anorganik,Organik,K-Means,Euclidean,0.0874,0.4699,0
Glass_114.jpg,Anorganik,Organik,K-Means,Manhattan,0.0627,0.4641,0
Glass_114.jpg,Anorganik,Organik,K-Means,Minkowski,0.0743,0.4681,0
Glass_115.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0904,0.5974,100
Glass_115.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0856,0.5958,100
Glass_115.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0383,0.5973,100
Glass_116.jpg,Anorganik,Organik,K-Means,Euclidean,0.0915,0.6661,0
Glass_116.jpg,Anorganik,Organik,K-Means,Manhattan,0.0522,0.6682,0
Glass_116.jpg,Anorganik,Organik,K-Means,Minkowski,0.0979,0.6644,0
Glass_117.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.065,0.4886,100
Glass_117.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0527,0.4834,100
Glass_117.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.094,0.4875,100
Glass_118.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0704,0.6434,100
Glass_118.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.049,0.6401,100
Glass_118.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0484,0.6436,100
Glass_119.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.1099,0.5538,100
Glass_119.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0692,0.5486,100
Glass_119.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0609,0.554,100
Glass_12.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0842,0.5442,100
Glass_12.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0402,0.5573,100
Glass_12.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0334,0.5334,100
Glass_120.jpg,Anorganik,Organik,K-Means,Euclidean,0.0436,0.6037,0
Glass_120.jpg,Anorganik,Organik,K-Means,Manhattan,0.0344,0.601,0
Glass_120.jpg,Anorganik,Organik,K-Means,Minkowski,0.0399,0.6019,0
Glass_121.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0701,0.6886,100
Glass_121.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0435,0.7403,100
Glass_121.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0236,0.6889,100
Glass_122.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0725,0.7743,100
Glass_122.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0252,0.7658,100
Glass_122.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0289,0.7744,100
Glass_123.jpg,Anorganik,Organik,K-Means,Euclidean,0.054,0.5842,0
Glass_123.jpg,Anorganik,Organik,K-Means,Manhattan,0.0296,0.5835,0
Glass_123.jpg,Anorganik,Organik,K-Means,Minkowski,0.0437,0.5842,0
Glass_124.jpg,Anorganik,Organik,K-Means,Euclidean,0.086,0.3899,0
Glass_124.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0561,0.3746,100
Glass_124.jpg,Anorganik,Organik,K-Means,Minkowski,0.0462,0.3873,0
Glass_125.jpg,Anorganik,Organik,K-Means,Euclidean,0.0463,0.5428,0
Glass_125.jpg,Anorganik,Organik,K-Means,Manhattan,0.0355,0.5425,0
Glass_125.jpg,Anorganik,Organik,K-Means,Minkowski,0.0382,0.5423,0
Glass_126.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0809,0.5818,100
Glass_126.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0475,0.5821,100
Glass_126.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0343,0.5812,100
Glass_127.jpg,Anorganik,Organik,K-Means,Euclidean,0.0645,0.7939,0
Glass_127.jpg,Anorganik,Organik,K-Means,Manhattan,0.031,0.7939,0
Glass_127.jpg,Anorganik,Organik,K-Means,Minkowski,0.0332,0.7939,0
Glass_128.jpg,Anorganik,Organik,K-Means,Euclidean,0.0912,0.7519,0
Glass_128.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0258,0.7525,100
Glass_128.jpg,Anorganik,Organik,K-Means,Minkowski,0.0709,0.7521,0
Glass_129.jpg,Anorganik,Organik,K-Means,Euclidean,0.0474,0.8208,0
Glass_129.jpg,Anorganik,Organik,K-Means,Manhattan,0.0318,0.8235,0
Glass_129.jpg,Anorganik,Organik,K-Means,Minkowski,0.028,0.8183,0
Glass_13.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0874,0.7674,100
Glass_13.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0465,0.7707,100
Glass_13.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0711,0.7705,100
Glass_130.jpg,Anorganik,Organik,K-Means,Euclidean,0.0725,0.7395,0
Glass_130.jpg,Anorganik,Organik,K-Means,Manhattan,0.0354,0.737,0
Glass_130.jpg,Anorganik,Organik,K-Means,Minkowski,0.048,0.7435,0
Glass_131.jpg,Anorganik,Organik,K-Means,Euclidean,0.0617,0.8044,0
Glass_131.jpg,Anorganik,Organik,K-Means,Manhattan,0.0154,0.8047,0
Glass_131.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0289,0.804,100
Glass_132.jpg,Anorganik,Organik,K-Means,Euclidean,0.0725,0.738,0
Glass_132.jpg,Anorganik,Organik,K-Means,Manhattan,0.0312,0.7413,0
Glass_132.jpg,Anorganik,Organik,K-Means,Minkowski,0.0588,0.7335,0
Glass_133.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0657,0.8189,100
Glass_133.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0309,0.8186,100
Glass_133.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0305,0.8184,100
Glass_134.jpg,Anorganik,Organik,K-Means,Euclidean,0.0264,0.8073,0
Glass_134.jpg,Anorganik,Organik,K-Means,Manhattan,0.0252,0.8069,0
Glass_134.jpg,Anorganik,Organik,K-Means,Minkowski,0.0271,0.8067,0
Glass_135.jpg,Anorganik,Organik,K-Means,Euclidean,0.0931,0.7372,0
Glass_135.jpg,Anorganik,Organik,K-Means,Manhattan,0.0872,0.7372,0
Glass_135.jpg,Anorganik,Organik,K-Means,Minkowski,0.0551,0.7341,0
Glass_136.jpg,Anorganik,Organik,K-Means,Euclidean,0.0213,0.7215,0
Glass_136.jpg,Anorganik,Organik,K-Means,Manhattan,0.0173,0.7214,0
Glass_136.jpg,Anorganik,Organik,K-Means,Minkowski,0.0312,0.7212,0
Glass_137.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.1065,0.5324,100
Glass_137.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0685,0.5246,100
Glass_137.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0764,0.5313,100
Glass_138.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0452,0.5967,100
Glass_138.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0262,0.5917,100
Glass_138.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0495,0.5968,100
Glass_139.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0737,0.6305,100
Glass_139.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0207,0.6266,100
Glass_139.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0329,0.6299,100
Glass_14.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0979,0.5225,100
Glass_14.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0631,0.5181,100
Glass_14.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0731,0.5206,100
Glass_140.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0662,0.5738,100
Glass_140.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0277,0.5641,100
Glass_140.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0403,0.5732,100
Glass_141.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0498,0.6081,100
Glass_141.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0375,0.6029,100
Glass_141.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0466,0.6077,100
Glass_142.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0712,0.5588,100
Glass_142.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0558,0.5678,100
Glass_142.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0779,0.5505,100
Glass_143.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0832,0.6079,100
Glass_143.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0655,0.6082,100
Glass_143.jpg,Anorganik,Organik,K-Means,Minkowski,0.0576,0.6062,0
Glass_144.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.1039,0.5397,100
Glass_144.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.075,0.5407,100
Glass_144.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0765,0.5363,100
Glass_145.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0562,0.5994,100
Glass_145.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0618,0.602,100
Glass_145.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.051,0.599,100
Glass_146.jpg,Anorganik,Organik,K-Means,Euclidean,0.0621,0.5677,0
Glass_146.jpg,Anorganik,Organik,K-Means,Manhattan,0.0541,0.5652,0
Glass_146.jpg,Anorganik,Organik,K-Means,Minkowski,0.0702,0.568,0
Glass_147.jpg,Anorganik,Organik,K-Means,Euclidean,0.0858,0.5814,0
Glass_147.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0358,0.5787,100
Glass_147.jpg,Anorganik,Organik,K-Means,Minkowski,0.0708,0.5807,0
Glass_148.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0695,0.5994,100
Glass_148.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0491,0.5912,100
Glass_148.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0404,0.599,100
Glass_149.jpg,Anorganik,Organik,K-Means,Euclidean,0.1079,0.4657,0
Glass_149.jpg,Anorganik,Organik,K-Means,Manhattan,0.0661,0.4656,0
Glass_149.jpg,Anorganik,Organik,K-Means,Minkowski,0.0953,0.4658,0
Glass_15.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0426,0.6928,100
Glass_15.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0371,0.6869,100
Glass_15.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0339,0.6928,100
Glass_150.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0489,0.5884,100
Glass_150.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0529,0.5844,100
Glass_150.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0601,0.5874,100
Glass_151.jpg,Anorganik,Organik,K-Means,Euclidean,0.0777,0.6187,0
Glass_151.jpg,Anorganik,Organik,K-Means,Manhattan,0.0345,0.6182,0
Glass_151.jpg,Anorganik,Organik,K-Means,Minkowski,0.0444,0.6189,0
Glass_152.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0852,0.5952,100
Glass_152.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0331,0.5812,100
Glass_152.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0385,0.5954,100
Glass_153.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0718,0.6046,100
Glass_153.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0268,0.5983,100
Glass_153.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0414,0.6045,100
Glass_154.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0775,0.6059,100
Glass_154.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0407,0.6033,100
Glass_154.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0303,0.6057,100
Glass_155.jpg,Anorganik,Organik,K-Means,Euclidean,0.0565,0.6569,0
Glass_155.jpg,Anorganik,Organik,K-Means,Manhattan,0.0369,0.654,0
Glass_155.jpg,Anorganik,Organik,K-Means,Minkowski,0.0394,0.6565,0
Glass_156.jpg,Anorganik,Organik,K-Means,Euclidean,0.0566,0.583,0
Glass_156.jpg,Anorganik,Organik,K-Means,Manhattan,0.052,0.5778,0
Glass_156.jpg,Anorganik,Organik,K-Means,Minkowski,0.0623,0.5817,0
Glass_157.jpg,Anorganik,Organik,K-Means,Euclidean,0.052,0.5089,0
Glass_157.jpg,Anorganik,Organik,K-Means,Manhattan,0.026,0.4969,0
Glass_157.jpg,Anorganik,Organik,K-Means,Minkowski,0.0489,0.5087,0
Glass_158.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0369,0.61,100
Glass_158.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0467,0.6072,100
Glass_158.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0452,0.6097,100
Glass_159.jpg,Anorganik,Organik,K-Means,Euclidean,0.0811,0.62,0
Glass_159.jpg,Anorganik,Organik,K-Means,Manhattan,0.0366,0.6166,0
Glass_159.jpg,Anorganik,Organik,K-Means,Minkowski,0.0464,0.6187,0
Glass_16.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0893,0.6564,100
Glass_16.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0536,0.6405,100
Glass_16.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.112,0.6726,100
Glass_160.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0489,0.6147,100
Glass_160.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0377,0.6142,100
Glass_160.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0457,0.6134,100
Glass_161.jpg,Anorganik,Organik,K-Means,Euclidean,0.0939,0.5647,0
Glass_161.jpg,Anorganik,Organik,K-Means,Manhattan,0.036,0.5635,0
Glass_161.jpg,Anorganik,Organik,K-Means,Minkowski,0.0473,0.5647,0
Glass_162.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0964,0.5772,100
Glass_162.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0503,0.5759,100
Glass_162.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0568,0.5759,100
Glass_163.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0311,0.6408,100
Glass_163.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.031,0.6369,100
Glass_163.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0359,0.6406,100
Glass_164.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0426,0.5871,100
Glass_164.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0345,0.5768,100
Glass_164.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0389,0.5866,100
Glass_165.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0714,0.5545,100
Glass_165.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0652,0.5404,100
Glass_165.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0443,0.5542,100
Glass_166.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.037,0.5943,100
Glass_166.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0401,0.5943,100
Glass_166.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0415,0.5934,100
Glass_167.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.064,0.5418,100
Glass_167.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0447,0.547,100
Glass_167.jpg,Anorganik,Organik,K-Means,Minkowski,0.1319,0.5449,0
Glass_168.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.1209,0.7737,100
Glass_168.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0758,0.7713,100
Glass_168.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.1199,0.7742,100
Glass_169.jpg,Anorganik,Organik,K-Means,Euclidean,0.0594,0.6106,0
Glass_169.jpg,Anorganik,Organik,K-Means,Manhattan,0.0361,0.6012,0
Glass_169.jpg,Anorganik,Organik,K-Means,Minkowski,0.0191,0.6108,0
Glass_17.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0804,0.5685,100
Glass_17.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0495,0.5674,100
Glass_17.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.044,0.5684,100
Glass_170.jpg,Anorganik,Organik,K-Means,Euclidean,0.0368,0.6373,0
Glass_170.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0365,0.6326,100
Glass_170.jpg,Anorganik,Organik,K-Means,Minkowski,0.0439,0.6363,0
Glass_171.jpg,Anorganik,Organik,K-Means,Euclidean,0.0645,0.723,0
Glass_171.jpg,Anorganik,Organik,K-Means,Manhattan,0.027,0.7234,0
Glass_171.jpg,Anorganik,Organik,K-Means,Minkowski,0.0244,0.7218,0
Glass_172.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0556,0.5865,100
Glass_172.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0259,0.578,100
Glass_172.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0304,0.5858,100
Glass_173.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0332,0.569,100
Glass_173.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0223,0.5617,100
Glass_173.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0352,0.5686,100
Glass_174.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0313,0.5889,100
Glass_174.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0292,0.5802,100
Glass_174.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0435,0.5883,100
Glass_175.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0562,0.5213,100
Glass_175.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0663,0.6767,100
Glass_175.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0602,0.5182,100
Glass_176.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0547,0.5828,100
Glass_176.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0436,0.5761,100
Glass_176.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.072,0.5829,100
Glass_177.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.1044,0.4752,100
Glass_177.jpg,Anorganik,Organik,K-Means,Manhattan,0.064,0.4743,0
Glass_177.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0787,0.4724,100
Glass_178.jpg,Anorganik,Organik,K-Means,Euclidean,0.0531,0.6001,0
Glass_178.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0546,0.5985,100
Glass_178.jpg,Anorganik,Organik,K-Means,Minkowski,0.0571,0.6,0
Glass_179.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0657,0.5738,100
Glass_179.jpg,Anorganik,Organik,K-Means,Manhattan,0.0487,0.5649,0
Glass_179.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0689,0.5728,100
Glass_18.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0477,0.5499,100
Glass_18.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0415,0.5481,100
Glass_18.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0382,0.5499,100
Glass_180.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.1001,0.6776,100
Glass_180.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0724,0.6757,100
Glass_180.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0594,0.6767,100
Glass_181.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0801,0.7135,100
Glass_181.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0756,0.7092,100
Glass_181.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0639,0.7142,100
Glass_182.jpg,Anorganik,Organik,K-Means,Euclidean,0.0877,0.6141,0
Glass_182.jpg,Anorganik,Organik,K-Means,Manhattan,0.0552,0.6104,0
Glass_182.jpg,Anorganik,Organik,K-Means,Minkowski,0.0624,0.6136,0
Glass_183.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.042,0.6675,100
Glass_183.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.046,0.6651,100
Glass_183.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0904,0.6636,100
Glass_184.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0843,0.4842,100
Glass_184.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0506,0.4855,100
Glass_184.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0603,0.4809,100
Glass_185.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0603,0.6829,100
Glass_185.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0255,0.6777,100
Glass_185.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0329,0.6841,100
Glass_186.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0581,0.6741,100
Glass_186.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0658,0.6836,100
Glass_186.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0613,0.6726,100
Glass_187.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0664,0.5672,100
Glass_187.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0394,0.5661,100
Glass_187.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0428,0.5661,100
Glass_188.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0906,0.5511,100
Glass_188.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0471,0.55,100
Glass_188.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0692,0.5513,100
Glass_189.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0811,0.5828,100
Glass_189.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0451,0.5728,100
Glass_189.jpg,Anorganik,Organik,K-Means,Minkowski,0.0392,0.5832,0
Glass_19.jpg,Anorganik,Organik,K-Means,Euclidean,0.0656,0.5648,0
Glass_19.jpg,Anorganik,Organik,K-Means,Manhattan,0.0425,0.564,0
Glass_19.jpg,Anorganik,Organik,K-Means,Minkowski,0.0286,0.5648,0
Glass_190.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0877,0.771,100
Glass_190.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0453,0.7736,100
Glass_190.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0438,0.7663,100
Glass_191.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0859,0.5215,100
Glass_191.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0818,0.5203,100
Glass_191.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0647,0.5214,100
Glass_192.jpg,Anorganik,Organik,K-Means,Euclidean,0.0456,0.6081,0
Glass_192.jpg,Anorganik,Organik,K-Means,Manhattan,0.0402,0.6037,0
Glass_192.jpg,Anorganik,Organik,K-Means,Minkowski,0.0328,0.6082,0
Glass_193.jpg,Anorganik,Organik,K-Means,Euclidean,0.0855,0.613,0
Glass_193.jpg,Anorganik,Organik,K-Means,Manhattan,0.0308,0.6084,0
Glass_193.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0492,0.6114,100
Glass_194.jpg,Anorganik,Organik,K-Means,Euclidean,0.0227,0.516,0
Glass_194.jpg,Anorganik,Organik,K-Means,Manhattan,0.0256,0.5101,0
Glass_194.jpg,Anorganik,Organik,K-Means,Minkowski,0.0202,0.5161,0
Glass_195.jpg,Anorganik,Organik,K-Means,Euclidean,0.0386,0.5927,0
Glass_195.jpg,Anorganik,Organik,K-Means,Manhattan,0.0349,0.5924,0
Glass_195.jpg,Anorganik,Organik,K-Means,Minkowski,0.0391,0.5927,0
Glass_196.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0567,0.5962,100
Glass_196.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0269,0.5932,100
Glass_196.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0278,0.5951,100
Glass_197.jpg,Anorganik,Organik,K-Means,Euclidean,0.0805,0.6141,0
Glass_197.jpg,Anorganik,Organik,K-Means,Manhattan,0.0393,0.6134,0
Glass_197.jpg,Anorganik,Organik,K-Means,Minkowski,0.0395,0.613,0
Glass_198.jpg,Anorganik,Organik,K-Means,Euclidean,0.0651,0.6145,0
Glass_198.jpg,Anorganik,Organik,K-Means,Manhattan,0.0299,0.6146,0
Glass_198.jpg,Anorganik,Organik,K-Means,Minkowski,0.0405,0.6122,0
Glass_199.jpg,Anorganik,Organik,K-Means,Euclidean,0.0371,0.6095,0
Glass_199.jpg,Anorganik,Organik,K-Means,Manhattan,0.0265,0.6101,0
Glass_199.jpg,Anorganik,Organik,K-Means,Minkowski,0.0329,0.6068,0
Glass_2.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.032,0.7518,100
Glass_2.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0261,0.7528,100
Glass_2.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0282,0.751,100
Glass_20.jpg,Anorganik,Organik,K-Means,Euclidean,0.0713,0.556,0
Glass_20.jpg,Anorganik,Organik,K-Means,Manhattan,0.0357,0.5545,0
Glass_20.jpg,Anorganik,Organik,K-Means,Minkowski,0.0277,0.556,0
Glass_200.jpg,Anorganik,Organik,K-Means,Euclidean,0.0755,0.6079,0
Glass_200.jpg,Anorganik,Organik,K-Means,Manhattan,0.0339,0.6073,0
Glass_200.jpg,Anorganik,Organik,K-Means,Minkowski,0.0695,0.6066,0
Glass_201.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0668,0.7384,100
Glass_201.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0302,0.7388,100
Glass_201.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0428,0.7351,100
Glass_202.jpg,Anorganik,Organik,K-Means,Euclidean,0.0718,0.6232,0
Glass_202.jpg,Anorganik,Organik,K-Means,Manhattan,0.036,0.6229,0
Glass_202.jpg,Anorganik,Organik,K-Means,Minkowski,0.0432,0.6217,0
Glass_203.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0452,0.6345,100
Glass_203.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0428,0.6279,100
Glass_203.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0436,0.6337,100
Glass_204.jpg,Anorganik,Anorganik,K-Means,Euclidean,0.0415,0.6241,100
Glass_204.jpg,Anorganik,Anorganik,K-Means,Manhattan,0.0351,0.6215,100
Glass_204.jpg,Anorganik,Anorganik,K-Means,Minkowski,0.0432,0.6237,100
